key,value,date
election-integrity,143,8/7/20
election-integrity,183,8/8/20
election-integrity,190,8/9/20
election-integrity,86,8/10/20
election-integrity,66,8/11/20
election-integrity,92,8/12/20
election-integrity,140,8/13/20
election-integrity,380,8/14/20
election-integrity,408,8/15/20
election-integrity,437,8/16/20
election-integrity,459,8/17/20
election-integrity,951,8/18/20
election-integrity,971,8/19/20
election-integrity,281,8/20/20
election-integrity,615,8/21/20
election-integrity,184,8/22/20
election-integrity,344,8/23/20
election-integrity,349,8/24/20
election-integrity,656,8/25/20
election-integrity,147,8/26/20
election-integrity,55,8/27/20
election-integrity,64,8/28/20
election-integrity,38,8/29/20
election-integrity,90,8/30/20
election-integrity,184,8/31/20
election-integrity,153,9/1/20
election-integrity,284,9/2/20
election-integrity,1326,9/3/20
election-integrity,1408,9/4/20
election-integrity,213,9/5/20
election-integrity,511,9/6/20
election-integrity,219,9/7/20
election-integrity,327,9/8/20
election-integrity,126,9/9/20
election-integrity,69,9/10/20
election-integrity,231,9/11/20
election-integrity,108,9/12/20
election-integrity,954,9/13/20
election-integrity,87,9/14/20
election-integrity,259,9/15/20
election-integrity,184,9/16/20
election-integrity,481,9/17/20
election-integrity,445,9/18/20
election-integrity,93,9/19/20
election-integrity,76,9/20/20
election-integrity,38,9/21/20
election-integrity,153,9/22/20
election-integrity,174,9/23/20
election-integrity,1054,9/24/20
election-integrity,2400,9/25/20
election-integrity,819,9/26/20
election-integrity,444,9/27/20
election-integrity,177,9/28/20
election-integrity,281,9/29/20
election-integrity,972,9/30/20
election-integrity,1479,10/1/20
election-integrity,372,10/2/20
election-integrity,95,10/3/20
election-integrity,168,10/4/20
election-integrity,133,10/5/20
election-integrity,614,10/6/20
election-integrity,214,10/7/20
election-integrity,367,10/8/20
election-integrity,335,10/9/20
election-integrity,152,10/10/20
election-integrity,198,10/11/20
election-integrity,210,10/12/20
election-integrity,268,10/13/20
election-integrity,158,10/14/20
election-integrity,405,10/15/20
election-integrity,662,10/16/20
election-integrity,230,10/17/20
election-integrity,218,10/18/20
election-integrity,323,10/19/20
election-integrity,158,10/20/20
election-integrity,220,10/21/20
election-integrity,266,10/22/20
election-integrity,424,10/23/20
election-integrity,298,10/24/20
election-integrity,212,10/25/20
election-integrity,112,10/26/20
election-integrity,68,10/27/20
election-integrity,245,10/28/20
election-integrity,501,10/29/20
election-integrity,752,10/30/20
election-integrity,116,10/31/20
election-integrity,162,11/1/20
election-integrity,156,11/2/20
election-integrity,457,11/3/20
climate,3,8/1/20
climate,0,8/2/20
climate,1,8/3/20
climate,1,8/4/20
climate,1,8/5/20
climate,1,8/6/20
climate,2,8/7/20
climate,4,8/8/20
climate,0,8/9/20
climate,0,8/10/20
climate,4,8/11/20
climate,16,8/12/20
climate,11,8/13/20
climate,1,8/14/20
climate,4,8/15/20
climate,74,8/16/20
climate,17,8/17/20
climate,21,8/18/20
climate,3,8/19/20
climate,19,8/20/20
climate,27,8/21/20
climate,7,8/22/20
climate,8,8/23/20
climate,58,8/24/20
climate,260,8/25/20
climate,2,8/26/20
climate,25,8/27/20
climate,4,8/28/20
climate,40,8/29/20
climate,5,8/30/20
climate,7,8/31/20
climate,30,9/1/20
climate,12,9/2/20
climate,4,9/3/20
climate,27,9/4/20
climate,46,9/5/20
climate,30,9/6/20
climate,8,9/7/20
climate,29,9/8/20
climate,16,9/9/20
climate,8,9/10/20
climate,12,9/11/20
climate,11,9/12/20
climate,100,9/13/20
climate,982,9/14/20
climate,909,9/15/20
climate,86,9/16/20
climate,116,9/17/20
climate,26,9/18/20
climate,21,9/19/20
climate,304,9/20/20
climate,39,9/21/20
climate,11,9/22/20
climate,6,9/23/20
climate,6,9/24/20
climate,11,9/25/20
climate,15,9/26/20
climate,31,9/27/20
climate,10,9/28/20
climate,5,9/29/20
climate,329,9/30/20
climate,53,10/1/20
climate,18,10/2/20
climate,0,10/3/20
climate,7,10/4/20
climate,15,10/5/20
climate,6,10/6/20
climate,9,10/7/20
climate,201,10/8/20
climate,42,10/9/20
climate,63,10/10/20
climate,56,10/11/20
climate,109,10/12/20
climate,10,10/13/20
climate,9,10/14/20
climate,11,10/15/20
climate,20,10/16/20
climate,5,10/17/20
climate,78,10/18/20
climate,11,10/19/20
climate,33,10/20/20
climate,92,10/21/20
climate,14,10/22/20
climate,234,10/23/20
climate,228,10/24/20
climate,142,10/25/20
climate,183,10/26/20
climate,84,10/27/20
climate,26,10/28/20
climate,26,10/29/20
climate,18,10/30/20
climate,29,10/31/20
climate,52,11/1/20
climate,61,11/2/20
climate,29,11/3/20
law-enforcement,14,8/1/20
law-enforcement,10,8/2/20
law-enforcement,0,8/3/20
law-enforcement,0,8/4/20
law-enforcement,2,8/5/20
law-enforcement,8,8/6/20
law-enforcement,0,8/7/20
law-enforcement,0,8/8/20
law-enforcement,9,8/9/20
law-enforcement,21,8/10/20
law-enforcement,4,8/11/20
law-enforcement,3,8/12/20
law-enforcement,1,8/13/20
law-enforcement,1,8/14/20
law-enforcement,8,8/15/20
law-enforcement,2,8/16/20
law-enforcement,1,8/17/20
law-enforcement,11,8/18/20
law-enforcement,2,8/19/20
law-enforcement,12,8/20/20
law-enforcement,6,8/21/20
law-enforcement,96,8/22/20
law-enforcement,7,8/23/20
law-enforcement,5,8/24/20
law-enforcement,29,8/25/20
law-enforcement,2,8/26/20
law-enforcement,133,8/27/20
law-enforcement,26,8/28/20
law-enforcement,10,8/29/20
law-enforcement,40,8/30/20
law-enforcement,45,8/31/20
law-enforcement,8,9/1/20
law-enforcement,4,9/2/20
law-enforcement,7,9/3/20
law-enforcement,2,9/4/20
law-enforcement,7,9/5/20
law-enforcement,10,9/6/20
law-enforcement,9,9/7/20
law-enforcement,0,9/8/20
law-enforcement,4,9/9/20
law-enforcement,3,9/10/20
law-enforcement,1,9/11/20
law-enforcement,2,9/12/20
law-enforcement,4,9/13/20
law-enforcement,2,9/14/20
law-enforcement,0,9/15/20
law-enforcement,1,9/16/20
law-enforcement,1,9/17/20
law-enforcement,0,9/18/20
law-enforcement,1,9/19/20
law-enforcement,2,9/20/20
law-enforcement,0,9/21/20
law-enforcement,0,9/22/20
law-enforcement,0,9/23/20
law-enforcement,3,9/24/20
law-enforcement,2,9/25/20
law-enforcement,1,9/26/20
law-enforcement,5,9/27/20
law-enforcement,8,9/28/20
law-enforcement,3,9/29/20
law-enforcement,41,9/30/20
law-enforcement,18,10/1/20
law-enforcement,6,10/2/20
law-enforcement,1,10/3/20
law-enforcement,1,10/4/20
law-enforcement,2,10/5/20
law-enforcement,1,10/6/20
law-enforcement,2,10/7/20
law-enforcement,4,10/8/20
law-enforcement,0,10/9/20
law-enforcement,2,10/10/20
law-enforcement,18,10/11/20
law-enforcement,1,10/12/20
law-enforcement,0,10/13/20
law-enforcement,0,10/14/20
law-enforcement,1,10/15/20
law-enforcement,1,10/16/20
law-enforcement,0,10/17/20
law-enforcement,0,10/18/20
law-enforcement,0,10/19/20
law-enforcement,2,10/20/20
law-enforcement,1,10/21/20
law-enforcement,1,10/22/20
law-enforcement,0,10/23/20
law-enforcement,0,10/24/20
law-enforcement,0,10/25/20
law-enforcement,1,10/26/20
law-enforcement,1,10/27/20
law-enforcement,0,10/28/20
law-enforcement,0,10/29/20
law-enforcement,0,10/30/20
law-enforcement,0,10/31/20
law-enforcement,0,11/1/20
law-enforcement,0,11/2/20
law-enforcement,0,11/3/20
campaigning,11,8/1/20
campaigning,8,8/2/20
campaigning,0,8/3/20
campaigning,2,8/4/20
campaigning,14,8/5/20
campaigning,35,8/6/20
campaigning,54,8/7/20
campaigning,12,8/8/20
campaigning,43,8/9/20
campaigning,7,8/10/20
campaigning,18,8/11/20
campaigning,26,8/12/20
campaigning,5,8/13/20
campaigning,150,8/14/20
campaigning,106,8/15/20
campaigning,14,8/16/20
campaigning,5,8/17/20
campaigning,2,8/18/20
campaigning,5,8/19/20
campaigning,19,8/20/20
campaigning,2,8/21/20
campaigning,4,8/22/20
campaigning,4,8/23/20
campaigning,8,8/24/20
campaigning,10,8/25/20
campaigning,12,8/26/20
campaigning,185,8/27/20
campaigning,53,8/28/20
campaigning,6,8/29/20
campaigning,32,8/30/20
campaigning,65,8/31/20
campaigning,25,9/1/20
campaigning,15,9/2/20
campaigning,2,9/3/20
campaigning,2,9/4/20
campaigning,5,9/5/20
campaigning,83,9/6/20
campaigning,66,9/7/20
campaigning,0,9/8/20
campaigning,16,9/9/20
campaigning,62,9/10/20
campaigning,13,9/11/20
campaigning,8,9/12/20
campaigning,74,9/13/20
campaigning,1056,9/14/20
campaigning,313,9/15/20
campaigning,38,9/16/20
campaigning,41,9/17/20
campaigning,11,9/18/20
campaigning,16,9/19/20
campaigning,26,9/20/20
campaigning,11,9/21/20
campaigning,28,9/22/20
campaigning,68,9/23/20
campaigning,13,9/24/20
campaigning,40,9/25/20
campaigning,25,9/26/20
campaigning,7,9/27/20
campaigning,2,9/28/20
campaigning,4,9/29/20
campaigning,178,9/30/20
campaigning,50,10/1/20
campaigning,13,10/2/20
campaigning,27,10/3/20
campaigning,3,10/4/20
campaigning,10,10/5/20
campaigning,3,10/6/20
campaigning,14,10/7/20
campaigning,15,10/8/20
campaigning,53,10/9/20
campaigning,5,10/10/20
campaigning,4,10/11/20
campaigning,66,10/12/20
campaigning,4,10/13/20
campaigning,4,10/14/20
campaigning,5,10/15/20
campaigning,6,10/16/20
campaigning,4,10/17/20
campaigning,2,10/18/20
campaigning,4,10/19/20
campaigning,3,10/20/20
campaigning,0,10/21/20
campaigning,1,10/22/20
campaigning,32,10/23/20
campaigning,3,10/24/20
campaigning,4,10/25/20
campaigning,20,10/26/20
campaigning,2,10/27/20
campaigning,1,10/28/20
campaigning,1,10/29/20
campaigning,11,10/30/20
campaigning,7,10/31/20
campaigning,0,11/1/20
campaigning,1,11/2/20
campaigning,1,11/3/20
covid,7,8/1/20
covid,35,8/2/20
covid,19,8/3/20
covid,11,8/4/20
covid,24,8/5/20
covid,34,8/6/20
covid,79,8/7/20
covid,17,8/8/20
covid,21,8/9/20
covid,120,8/10/20
covid,53,8/11/20
covid,140,8/12/20
covid,147,8/13/20
covid,40,8/14/20
covid,52,8/15/20
covid,29,8/16/20
covid,18,8/17/20
covid,9,8/18/20
covid,9,8/19/20
covid,26,8/20/20
covid,119,8/21/20
covid,143,8/22/20
covid,45,8/23/20
covid,159,8/24/20
covid,19,8/25/20
covid,100,8/26/20
covid,40,8/27/20
covid,16,8/28/20
covid,11,8/29/20
covid,35,8/30/20
covid,4,8/31/20
covid,111,9/1/20
covid,204,9/2/20
covid,159,9/3/20
covid,73,9/4/20
covid,64,9/5/20
covid,66,9/6/20
covid,136,9/7/20
covid,563,9/8/20
covid,84,9/9/20
covid,151,9/10/20
covid,208,9/11/20
covid,46,9/12/20
covid,67,9/13/20
covid,107,9/14/20
covid,12,9/15/20
covid,91,9/16/20
covid,65,9/17/20
covid,147,9/18/20
covid,7,9/19/20
covid,54,9/20/20
covid,19,9/21/20
covid,382,9/22/20
covid,76,9/23/20
covid,130,9/24/20
covid,92,9/25/20
covid,4,9/26/20
covid,34,9/27/20
covid,293,9/28/20
covid,252,9/29/20
covid,678,9/30/20
covid,311,10/1/20
covid,486,10/2/20
covid,252,10/3/20
covid,241,10/4/20
covid,288,10/5/20
covid,189,10/6/20
covid,334,10/7/20
covid,7,10/8/20
covid,3,10/9/20
covid,2,10/10/20
covid,3,10/11/20
covid,9,10/12/20
covid,51,10/13/20
covid,20,10/14/20
covid,16,10/15/20
covid,73,10/16/20
covid,105,10/17/20
covid,198,10/18/20
covid,676,10/19/20
covid,42,10/20/20
covid,155,10/21/20
covid,22,10/22/20
covid,581,10/23/20
covid,316,10/24/20
covid,165,10/25/20
covid,157,10/26/20
covid,42,10/27/20
covid,300,10/28/20
covid,86,10/29/20
covid,47,10/30/20
covid,23,10/31/20
covid,170,11/1/20
covid,91,11/2/20
covid,202,11/3/20
economy,1,8/1/20
economy,52,8/2/20
economy,3,8/3/20
economy,0,8/4/20
economy,0,8/5/20
economy,3,8/6/20
economy,14,8/7/20
economy,1,8/8/20
economy,4,8/9/20
economy,2,8/10/20
economy,7,8/11/20
economy,4,8/12/20
economy,8,8/13/20
economy,25,8/14/20
economy,6,8/15/20
economy,3,8/16/20
economy,25,8/17/20
economy,38,8/18/20
economy,14,8/19/20
economy,8,8/20/20
economy,11,8/21/20
economy,6,8/22/20
economy,44,8/23/20
economy,49,8/24/20
economy,108,8/25/20
economy,282,8/26/20
economy,666,8/27/20
economy,93,8/28/20
economy,8,8/29/20
economy,19,8/30/20
economy,1,8/31/20
economy,3,9/1/20
economy,4,9/2/20
economy,4,9/3/20
economy,11,9/4/20
economy,18,9/5/20
economy,8,9/6/20
economy,30,9/7/20
economy,24,9/8/20
economy,102,9/9/20
economy,98,9/10/20
economy,4,9/11/20
economy,2,9/12/20
economy,13,9/13/20
economy,6,9/14/20
economy,6,9/15/20
economy,7,9/16/20
economy,8,9/17/20
economy,31,9/18/20
economy,3,9/19/20
economy,9,9/20/20
economy,2,9/21/20
economy,6,9/22/20
economy,2,9/23/20
economy,11,9/24/20
economy,10,9/25/20
economy,82,9/26/20
economy,3,9/27/20
economy,2,9/28/20
economy,12,9/29/20
economy,321,9/30/20
economy,33,10/1/20
economy,6,10/2/20
economy,15,10/3/20
economy,4,10/4/20
economy,0,10/5/20
economy,2,10/6/20
economy,4,10/7/20
economy,47,10/8/20
economy,2,10/9/20
economy,2,10/10/20
economy,82,10/11/20
economy,16,10/12/20
economy,5,10/13/20
economy,10,10/14/20
economy,8,10/15/20
economy,76,10/16/20
economy,10,10/17/20
economy,8,10/18/20
economy,310,10/19/20
economy,3,10/20/20
economy,15,10/21/20
economy,102,10/22/20
economy,212,10/23/20
economy,19,10/24/20
economy,34,10/25/20
economy,78,10/26/20
economy,18,10/27/20
economy,14,10/28/20
economy,34,10/29/20
economy,32,10/30/20
economy,24,10/31/20
economy,87,11/1/20
economy,18,11/2/20
economy,32,11/3/20
healthcare,0,8/1/20
healthcare,0,8/2/20
healthcare,108,8/3/20
healthcare,4,8/4/20
healthcare,41,8/5/20
healthcare,17,8/6/20
healthcare,50,8/7/20
healthcare,22,8/8/20
healthcare,19,8/9/20
healthcare,24,8/10/20
healthcare,22,8/11/20
healthcare,25,8/12/20
healthcare,30,8/13/20
healthcare,27,8/14/20
healthcare,20,8/15/20
healthcare,15,8/16/20
healthcare,23,8/17/20
healthcare,12,8/18/20
healthcare,7,8/19/20
healthcare,1,8/20/20
healthcare,5,8/21/20
healthcare,10,8/22/20
healthcare,10,8/23/20
healthcare,32,8/24/20
healthcare,12,8/25/20
healthcare,21,8/26/20
healthcare,19,8/27/20
healthcare,24,8/28/20
healthcare,10,8/29/20
healthcare,5,8/30/20
healthcare,13,8/31/20
healthcare,12,9/1/20
healthcare,18,9/2/20
healthcare,27,9/3/20
healthcare,24,9/4/20
healthcare,8,9/5/20
healthcare,16,9/6/20
healthcare,28,9/7/20
healthcare,18,9/8/20
healthcare,18,9/9/20
healthcare,22,9/10/20
healthcare,29,9/11/20
healthcare,15,9/12/20
healthcare,12,9/13/20
healthcare,16,9/14/20
healthcare,10,9/15/20
healthcare,40,9/16/20
healthcare,109,9/17/20
healthcare,48,9/18/20
healthcare,20,9/19/20
healthcare,18,9/20/20
healthcare,51,9/21/20
healthcare,55,9/22/20
healthcare,70,9/23/20
healthcare,93,9/24/20
healthcare,58,9/25/20
healthcare,18,9/26/20
healthcare,30,9/27/20
healthcare,33,9/28/20
healthcare,24,9/29/20
healthcare,60,9/30/20
healthcare,55,10/1/20
healthcare,18,10/2/20
healthcare,12,10/3/20
healthcare,21,10/4/20
healthcare,43,10/5/20
healthcare,57,10/6/20
healthcare,56,10/7/20
healthcare,125,10/8/20
healthcare,91,10/9/20
healthcare,37,10/10/20
healthcare,38,10/11/20
healthcare,62,10/12/20
healthcare,86,10/13/20
healthcare,107,10/14/20
healthcare,73,10/15/20
healthcare,85,10/16/20
healthcare,34,10/17/20
healthcare,46,10/18/20
healthcare,76,10/19/20
healthcare,148,10/20/20
healthcare,436,10/21/20
healthcare,193,10/22/20
healthcare,503,10/23/20
healthcare,210,10/24/20
healthcare,213,10/25/20
healthcare,311,10/26/20
healthcare,380,10/27/20
healthcare,392,10/28/20
healthcare,147,10/29/20
healthcare,131,10/30/20
healthcare,83,10/31/20
healthcare,65,11/1/20
healthcare,131,11/2/20
healthcare,66,11/3/20
military,0,8/1/20
military,1,8/2/20
military,4,8/3/20
military,1,8/4/20
military,1,8/5/20
military,4,8/6/20
military,2,8/7/20
military,1,8/8/20
military,0,8/9/20
military,3,8/10/20
military,3,8/11/20
military,6,8/12/20
military,19,8/13/20
military,7,8/14/20
military,0,8/15/20
military,0,8/16/20
military,3,8/17/20
military,7,8/18/20
military,19,8/19/20
military,50,8/20/20
military,9,8/21/20
military,8,8/22/20
military,2,8/23/20
military,4,8/24/20
military,2,8/25/20
military,4,8/26/20
military,0,8/27/20
military,4,8/28/20
military,3,8/29/20
military,1,8/30/20
military,2,8/31/20
military,0,9/1/20
military,0,9/2/20
military,1,9/3/20
military,13,9/4/20
military,139,9/5/20
military,2,9/6/20
military,2,9/7/20
military,7,9/8/20
military,5,9/9/20
military,2,9/10/20
military,2,9/11/20
military,2,9/12/20
military,3,9/13/20
military,1,9/14/20
military,3,9/15/20
military,4,9/16/20
military,2,9/17/20
military,6,9/18/20
military,2,9/19/20
military,2,9/20/20
military,6,9/21/20
military,11,9/22/20
military,28,9/23/20
military,9,9/24/20
military,6,9/25/20
military,6,9/26/20
military,1,9/27/20
military,1,9/28/20
military,0,9/29/20
military,79,9/30/20
military,12,10/1/20
military,6,10/2/20
military,1,10/3/20
military,1,10/4/20
military,2,10/5/20
military,5,10/6/20
military,0,10/7/20
military,1,10/8/20
military,0,10/9/20
military,3,10/10/20
military,77,10/11/20
military,7,10/12/20
military,3,10/13/20
military,0,10/14/20
military,3,10/15/20
military,1,10/16/20
military,4,10/17/20
military,3,10/18/20
military,0,10/19/20
military,3,10/20/20
military,16,10/21/20
military,3,10/22/20
military,2,10/23/20
military,1,10/24/20
military,2,10/25/20
military,3,10/26/20
military,11,10/27/20
military,7,10/28/20
military,15,10/29/20
military,34,10/30/20
military,0,10/31/20
military,2,11/1/20
military,2,11/2/20
military,0,11/3/20
racism,4,8/1/20
racism,3,8/2/20
racism,0,8/3/20
racism,51,8/4/20
racism,6,8/5/20
racism,5,8/6/20
racism,6,8/7/20
racism,2,8/8/20
racism,5,8/9/20
racism,4,8/10/20
racism,3,8/11/20
racism,34,8/12/20
racism,31,8/13/20
racism,3,8/14/20
racism,2,8/15/20
racism,3,8/16/20
racism,0,8/17/20
racism,0,8/18/20
racism,2,8/19/20
racism,1,8/20/20
racism,11,8/21/20
racism,39,8/22/20
racism,18,8/23/20
racism,11,8/24/20
racism,13,8/25/20
racism,6,8/26/20
racism,48,8/27/20
racism,46,8/28/20
racism,6,8/29/20
racism,25,8/30/20
racism,18,8/31/20
racism,8,9/1/20
racism,2,9/2/20
racism,2,9/3/20
racism,1,9/4/20
racism,11,9/5/20
racism,1,9/6/20
racism,1,9/7/20
racism,6,9/8/20
racism,5,9/9/20
racism,4,9/10/20
racism,17,9/11/20
racism,5,9/12/20
racism,2,9/13/20
racism,2,9/14/20
racism,5,9/15/20
racism,9,9/16/20
racism,1,9/17/20
racism,7,9/18/20
racism,1,9/19/20
racism,6,9/20/20
racism,1,9/21/20
racism,1,9/22/20
racism,16,9/23/20
racism,13,9/24/20
racism,2,9/25/20
racism,1,9/26/20
racism,2,9/27/20
racism,3,9/28/20
racism,6,9/29/20
racism,131,9/30/20
racism,55,10/1/20
racism,8,10/2/20
racism,8,10/3/20
racism,9,10/4/20
racism,9,10/5/20
racism,0,10/6/20
racism,17,10/7/20
racism,32,10/8/20
racism,108,10/9/20
racism,55,10/10/20
racism,40,10/11/20
racism,117,10/12/20
racism,51,10/13/20
racism,79,10/14/20
racism,59,10/15/20
racism,45,10/16/20
racism,32,10/17/20
racism,23,10/18/20
racism,53,10/19/20
racism,11,10/20/20
racism,14,10/21/20
racism,7,10/22/20
racism,2916,10/23/20
racism,226,10/24/20
racism,86,10/25/20
racism,310,10/26/20
racism,11,10/27/20
racism,3,10/28/20
racism,16,10/29/20
racism,10,10/30/20
racism,13,10/31/20
racism,12,11/1/20
racism,22,11/2/20
racism,5,11/3/20
taxes,13,8/1/20
taxes,9,8/2/20
taxes,10,8/3/20
taxes,7,8/4/20
taxes,35,8/5/20
taxes,27,8/6/20
taxes,30,8/7/20
taxes,14,8/8/20
taxes,25,8/9/20
taxes,160,8/10/20
taxes,43,8/11/20
taxes,12,8/12/20
taxes,23,8/13/20
taxes,17,8/14/20
taxes,8,8/15/20
taxes,8,8/16/20
taxes,20,8/17/20
taxes,23,8/18/20
taxes,22,8/19/20
taxes,95,8/20/20
taxes,49,8/21/20
taxes,17,8/22/20
taxes,27,8/23/20
taxes,32,8/24/20
taxes,18,8/25/20
taxes,22,8/26/20
taxes,54,8/27/20
taxes,115,8/28/20
taxes,26,8/29/20
taxes,16,8/30/20
taxes,13,8/31/20
taxes,48,9/1/20
taxes,211,9/2/20
taxes,152,9/3/20
taxes,22,9/4/20
taxes,13,9/5/20
taxes,14,9/6/20
taxes,9,9/7/20
taxes,18,9/8/20
taxes,6,9/9/20
taxes,18,9/10/20
taxes,17,9/11/20
taxes,7,9/12/20
taxes,15,9/13/20
taxes,42,9/14/20
taxes,8,9/15/20
taxes,11,9/16/20
taxes,26,9/17/20
taxes,8,9/18/20
taxes,9,9/19/20
taxes,2,9/20/20
taxes,20,9/21/20
taxes,15,9/22/20
taxes,9,9/23/20
taxes,21,9/24/20
taxes,5,9/25/20
taxes,4,9/26/20
taxes,159,9/27/20
taxes,4279,9/28/20
taxes,2073,9/29/20
taxes,572,9/30/20
taxes,240,10/1/20
taxes,42,10/2/20
taxes,33,10/3/20
taxes,101,10/4/20
taxes,76,10/5/20
taxes,85,10/6/20
taxes,301,10/7/20
taxes,678,10/8/20
taxes,49,10/9/20
taxes,17,10/10/20
taxes,16,10/11/20
taxes,47,10/12/20
taxes,16,10/13/20
taxes,46,10/14/20
taxes,196,10/15/20
taxes,69,10/16/20
taxes,16,10/17/20
taxes,11,10/18/20
taxes,14,10/19/20
taxes,40,10/20/20
taxes,30,10/21/20
taxes,44,10/22/20
taxes,58,10/23/20
taxes,16,10/24/20
taxes,3,10/25/20
taxes,13,10/26/20
taxes,16,10/27/20
taxes,64,10/28/20
taxes,45,10/29/20
taxes,14,10/30/20
taxes,20,10/31/20
taxes,32,11/1/20
taxes,32,11/2/20
taxes,358,11/3/20
courts,0,8/1/20
courts,0,8/2/20
courts,0,8/3/20
courts,0,8/4/20
courts,0,8/5/20
courts,0,8/6/20
courts,0,8/7/20
courts,0,8/8/20
courts,0,8/9/20
courts,0,8/10/20
courts,0,8/11/20
courts,0,8/12/20
courts,0,8/13/20
courts,0,8/14/20
courts,0,8/15/20
courts,0,8/16/20
courts,0,8/17/20
courts,0,8/18/20
courts,0,8/19/20
courts,0,8/20/20
courts,0,8/21/20
courts,0,8/22/20
courts,0,8/23/20
courts,0,8/24/20
courts,0,8/25/20
courts,0,8/26/20
courts,0,8/27/20
courts,0,8/28/20
courts,0,8/29/20
courts,0,8/30/20
courts,0,8/31/20
courts,0,9/1/20
courts,0,9/2/20
courts,0,9/3/20
courts,0,9/4/20
courts,0,9/5/20
courts,0,9/6/20
courts,0,9/7/20
courts,0,9/8/20
courts,0,9/9/20
courts,0,9/10/20
courts,0,9/11/20
courts,0,9/12/20
courts,0,9/13/20
courts,0,9/14/20
courts,0,9/15/20
courts,0,9/16/20
courts,0,9/17/20
courts,0,9/18/20
courts,0,9/19/20
courts,0,9/20/20
courts,0,9/21/20
courts,0,9/22/20
courts,0,9/23/20
courts,0,9/24/20
courts,0,9/25/20
courts,0,9/26/20
courts,0,9/27/20
courts,0,9/28/20
courts,0,9/29/20
courts,0,9/30/20
courts,0,10/1/20
courts,0,10/2/20
courts,0,10/3/20
courts,0,10/4/20
courts,0,10/5/20
courts,0,10/6/20
courts,0,10/7/20
courts,0,10/8/20
courts,0,10/9/20
courts,0,10/10/20
courts,0,10/11/20
courts,0,10/12/20
courts,0,10/13/20
courts,0,10/14/20
courts,0,10/15/20
courts,0,10/16/20
courts,0,10/17/20
courts,0,10/18/20
courts,0,10/19/20
courts,0,10/20/20
courts,0,10/21/20
courts,0,10/22/20
courts,0,10/23/20
courts,0,10/24/20
courts,0,10/25/20
courts,0,10/26/20
courts,0,10/27/20
courts,0,10/28/20
courts,0,10/29/20
courts,0,10/30/20
courts,0,10/31/20
courts,0,11/1/20
courts,0,11/2/20
courts,0,11/3/20
immigration,0,8/1/20
immigration,0,8/2/20
immigration,0,8/3/20
immigration,0,8/4/20
immigration,0,8/5/20
immigration,0,8/6/20
immigration,0,8/7/20
immigration,0,8/8/20
