key,value,political leaning,date
military,0,liberal,10/26/20
military,0,liberal,10/27/20
military,0,liberal,10/28/20
military,0,liberal,10/29/20
military,0,liberal,10/30/20
military,0,liberal,10/31/20
military,0,liberal,11/1/20
military,0,liberal,11/2/20
military,0,liberal,11/3/20
racism,0,liberal,8/1/20
racism,0,liberal,8/2/20
racism,0,liberal,8/3/20
racism,8,liberal,8/4/20
racism,0,liberal,8/5/20
racism,0,liberal,8/6/20
racism,0,liberal,8/7/20
racism,0,liberal,8/8/20
racism,0,liberal,8/9/20
racism,0,liberal,8/10/20
racism,0,liberal,8/11/20
racism,1,liberal,8/12/20
racism,0,liberal,8/13/20
racism,0,liberal,8/14/20
racism,0,liberal,8/15/20
racism,3,liberal,8/16/20
racism,0,liberal,8/17/20
racism,0,liberal,8/18/20
racism,0,liberal,8/19/20
racism,0,liberal,8/20/20
racism,0,liberal,8/21/20
racism,1,liberal,8/22/20
racism,1,liberal,8/23/20
racism,1,liberal,8/24/20
racism,1,liberal,8/25/20
racism,2,liberal,8/26/20
racism,1,liberal,8/27/20
racism,3,liberal,8/28/20
racism,1,liberal,8/29/20
racism,0,liberal,8/30/20
racism,0,liberal,8/31/20
racism,0,liberal,9/1/20
racism,2,liberal,9/2/20
racism,1,liberal,9/3/20
racism,0,liberal,9/4/20
racism,2,liberal,9/5/20
racism,0,liberal,9/6/20
racism,1,liberal,9/7/20
racism,1,liberal,9/8/20
racism,0,liberal,9/9/20
racism,1,liberal,9/10/20
racism,2,liberal,9/11/20
racism,4,liberal,9/12/20
racism,0,liberal,9/13/20
racism,0,liberal,9/14/20
racism,0,liberal,9/15/20
racism,0,liberal,9/16/20
racism,0,liberal,9/17/20
racism,0,liberal,9/18/20
racism,0,liberal,9/19/20
racism,0,liberal,9/20/20
racism,0,liberal,9/21/20
racism,0,liberal,9/22/20
racism,2,liberal,9/23/20
racism,1,liberal,9/24/20
racism,0,liberal,9/25/20
racism,0,liberal,9/26/20
racism,0,liberal,9/27/20
racism,0,liberal,9/28/20
racism,1,liberal,9/29/20
racism,1,liberal,9/30/20
racism,1,liberal,10/1/20
racism,0,liberal,10/2/20
racism,0,liberal,10/3/20
racism,0,liberal,10/4/20
racism,0,liberal,10/5/20
racism,0,liberal,10/6/20
racism,0,liberal,10/7/20
racism,1,liberal,10/8/20
racism,0,liberal,10/9/20
racism,2,liberal,10/10/20
racism,0,liberal,10/11/20
racism,0,liberal,10/12/20
racism,0,liberal,10/13/20
racism,0,liberal,10/14/20
racism,0,liberal,10/15/20
racism,1,liberal,10/16/20
racism,0,liberal,10/17/20
racism,0,liberal,10/18/20
racism,0,liberal,10/19/20
racism,2,liberal,10/20/20
racism,4,liberal,10/21/20
racism,0,liberal,10/22/20
racism,51,liberal,10/23/20
racism,15,liberal,10/24/20
racism,2,liberal,10/25/20
racism,0,liberal,10/26/20
racism,1,liberal,10/27/20
racism,1,liberal,10/28/20
racism,0,liberal,10/29/20
racism,2,liberal,10/30/20
racism,0,liberal,10/31/20
racism,0,liberal,11/1/20
racism,0,liberal,11/2/20
racism,0,liberal,11/3/20
taxes,0,liberal,8/1/20
taxes,1,liberal,8/2/20
taxes,0,liberal,8/3/20
taxes,0,liberal,8/4/20
taxes,0,liberal,8/5/20
taxes,0,liberal,8/6/20
taxes,1,liberal,8/7/20
taxes,0,liberal,8/8/20
taxes,0,liberal,8/9/20
taxes,1,liberal,8/10/20
taxes,0,liberal,8/11/20
taxes,0,liberal,8/12/20
taxes,0,liberal,8/13/20
taxes,0,liberal,8/14/20
taxes,0,liberal,8/15/20
taxes,0,liberal,8/16/20
taxes,0,liberal,8/17/20
taxes,0,liberal,8/18/20
taxes,0,liberal,8/19/20
taxes,0,liberal,8/20/20
taxes,2,liberal,8/21/20
taxes,0,liberal,8/22/20
taxes,0,liberal,8/23/20
taxes,0,liberal,8/24/20
taxes,0,liberal,8/25/20
taxes,0,liberal,8/26/20
taxes,1,liberal,8/27/20
taxes,0,liberal,8/28/20
taxes,0,liberal,8/29/20
taxes,0,liberal,8/30/20
taxes,0,liberal,8/31/20
taxes,0,liberal,9/1/20
taxes,1,liberal,9/2/20
taxes,0,liberal,9/3/20
taxes,0,liberal,9/4/20
taxes,0,liberal,9/5/20
taxes,0,liberal,9/6/20
taxes,0,liberal,9/7/20
taxes,0,liberal,9/8/20
taxes,0,liberal,9/9/20
taxes,0,liberal,9/10/20
taxes,0,liberal,9/11/20
taxes,0,liberal,9/12/20
taxes,0,liberal,9/13/20
taxes,0,liberal,9/14/20
taxes,0,liberal,9/15/20
taxes,0,liberal,9/16/20
taxes,3,liberal,9/17/20
taxes,0,liberal,9/18/20
taxes,0,liberal,9/19/20
taxes,0,liberal,9/20/20
taxes,0,liberal,9/21/20
taxes,0,liberal,9/22/20
taxes,0,liberal,9/23/20
taxes,0,liberal,9/24/20
taxes,0,liberal,9/25/20
taxes,0,liberal,9/26/20
taxes,26,liberal,9/27/20
taxes,74,liberal,9/28/20
taxes,56,liberal,9/29/20
taxes,10,liberal,9/30/20
taxes,1,liberal,10/1/20
taxes,1,liberal,10/2/20
taxes,4,liberal,10/3/20
taxes,3,liberal,10/4/20
taxes,2,liberal,10/5/20
taxes,2,liberal,10/6/20
taxes,2,liberal,10/7/20
taxes,8,liberal,10/8/20
taxes,1,liberal,10/9/20
taxes,1,liberal,10/10/20
taxes,3,liberal,10/11/20
taxes,0,liberal,10/12/20
taxes,0,liberal,10/13/20
taxes,2,liberal,10/14/20
taxes,1,liberal,10/15/20
taxes,3,liberal,10/16/20
taxes,1,liberal,10/17/20
taxes,4,liberal,10/18/20
taxes,0,liberal,10/19/20
taxes,0,liberal,10/20/20
taxes,2,liberal,10/21/20
taxes,6,liberal,10/22/20
taxes,4,liberal,10/23/20
taxes,2,liberal,10/24/20
taxes,0,liberal,10/25/20
taxes,0,liberal,10/26/20
taxes,1,liberal,10/27/20
taxes,0,liberal,10/28/20
taxes,0,liberal,10/29/20
taxes,1,liberal,10/30/20
taxes,3,liberal,10/31/20
taxes,0,liberal,11/1/20
taxes,1,liberal,11/2/20
taxes,0,liberal,11/3/20
courts,0,liberal,8/1/20
courts,0,liberal,8/2/20
courts,0,liberal,8/3/20
courts,0,liberal,8/4/20
courts,0,liberal,8/5/20
courts,0,liberal,8/6/20
courts,0,liberal,8/7/20
courts,0,liberal,8/8/20
courts,0,liberal,8/9/20
courts,0,liberal,8/10/20
courts,0,liberal,8/11/20
courts,0,liberal,8/12/20
courts,0,liberal,8/13/20
courts,0,liberal,8/14/20
courts,0,liberal,8/15/20
courts,0,liberal,8/16/20
courts,0,liberal,8/17/20
courts,0,liberal,8/18/20
courts,0,liberal,8/19/20
courts,0,liberal,8/20/20
courts,0,liberal,8/21/20
courts,0,liberal,8/22/20
courts,0,liberal,8/23/20
courts,0,liberal,8/24/20
courts,0,liberal,8/25/20
courts,0,liberal,8/26/20
courts,0,liberal,8/27/20
courts,0,liberal,8/28/20
courts,0,liberal,8/29/20
courts,0,liberal,8/30/20
courts,0,liberal,8/31/20
courts,0,liberal,9/1/20
courts,0,liberal,9/2/20
courts,0,liberal,9/3/20
courts,0,liberal,9/4/20
courts,0,liberal,9/5/20
courts,0,liberal,9/6/20
courts,0,liberal,9/7/20
courts,0,liberal,9/8/20
courts,0,liberal,9/9/20
courts,0,liberal,9/10/20
courts,0,liberal,9/11/20
courts,0,liberal,9/12/20
courts,0,liberal,9/13/20
courts,0,liberal,9/14/20
courts,0,liberal,9/15/20
courts,0,liberal,9/16/20
courts,0,liberal,9/17/20
courts,0,liberal,9/18/20
courts,0,liberal,9/19/20
courts,0,liberal,9/20/20
courts,0,liberal,9/21/20
courts,0,liberal,9/22/20
courts,0,liberal,9/23/20
courts,0,liberal,9/24/20
courts,0,liberal,9/25/20
courts,0,liberal,9/26/20
courts,0,liberal,9/27/20
courts,0,liberal,9/28/20
courts,0,liberal,9/29/20
courts,0,liberal,9/30/20
courts,0,liberal,10/1/20
courts,0,liberal,10/2/20
courts,0,liberal,10/3/20
courts,0,liberal,10/4/20
courts,0,liberal,10/5/20
courts,0,liberal,10/6/20
courts,0,liberal,10/7/20
courts,0,liberal,10/8/20
courts,0,liberal,10/9/20
courts,0,liberal,10/10/20
courts,0,liberal,10/11/20
courts,0,liberal,10/12/20
courts,0,liberal,10/13/20
courts,0,liberal,10/14/20
courts,0,liberal,10/15/20
courts,0,liberal,10/16/20
courts,0,liberal,10/17/20
courts,0,liberal,10/18/20
courts,0,liberal,10/19/20
courts,0,liberal,10/20/20
courts,0,liberal,10/21/20
courts,0,liberal,10/22/20
courts,0,liberal,10/23/20
courts,0,liberal,10/24/20
courts,0,liberal,10/25/20
courts,0,liberal,10/26/20
courts,0,liberal,10/27/20
courts,0,liberal,10/28/20
courts,0,liberal,10/29/20
courts,0,liberal,10/30/20
courts,0,liberal,10/31/20
courts,0,liberal,11/1/20
courts,0,liberal,11/2/20
courts,0,liberal,11/3/20
immigration,0,liberal,8/1/20
immigration,0,liberal,8/2/20
immigration,0,liberal,8/3/20
immigration,0,liberal,8/4/20
immigration,0,liberal,8/5/20
immigration,0,liberal,8/6/20
immigration,0,liberal,8/7/20
immigration,0,liberal,8/8/20
immigration,0,liberal,8/9/20
immigration,0,liberal,8/10/20
immigration,0,liberal,8/11/20
immigration,0,liberal,8/12/20
immigration,0,liberal,8/13/20
immigration,0,liberal,8/14/20
immigration,0,liberal,8/15/20
immigration,0,liberal,8/16/20
immigration,0,liberal,8/17/20
immigration,0,liberal,8/18/20
immigration,0,liberal,8/19/20
immigration,0,liberal,8/20/20
immigration,0,liberal,8/21/20
immigration,0,liberal,8/22/20
immigration,0,liberal,8/23/20
immigration,0,liberal,8/24/20
immigration,0,liberal,8/25/20
immigration,0,liberal,8/26/20
immigration,0,liberal,8/27/20
immigration,0,liberal,8/28/20
immigration,0,liberal,8/29/20
immigration,0,liberal,8/30/20
immigration,0,liberal,8/31/20
immigration,0,liberal,9/1/20
immigration,0,liberal,9/2/20
immigration,0,liberal,9/3/20
immigration,0,liberal,9/4/20
immigration,0,liberal,9/5/20
immigration,0,liberal,9/6/20
immigration,0,liberal,9/7/20
immigration,0,liberal,9/8/20
immigration,0,liberal,9/9/20
immigration,0,liberal,9/10/20
immigration,0,liberal,9/11/20
immigration,0,liberal,9/12/20
immigration,0,liberal,9/13/20
immigration,0,liberal,9/14/20
immigration,0,liberal,9/15/20
immigration,0,liberal,9/16/20
immigration,0,liberal,9/17/20
immigration,0,liberal,9/18/20
immigration,0,liberal,9/19/20
immigration,0,liberal,9/20/20
immigration,0,liberal,9/21/20
immigration,0,liberal,9/22/20
immigration,0,liberal,9/23/20
immigration,0,liberal,9/24/20
immigration,0,liberal,9/25/20
immigration,0,liberal,9/26/20
immigration,0,liberal,9/27/20
immigration,0,liberal,9/28/20
immigration,0,liberal,9/29/20
immigration,0,liberal,9/30/20
immigration,0,liberal,10/1/20
immigration,0,liberal,10/2/20
immigration,0,liberal,10/3/20
immigration,0,liberal,10/4/20
immigration,0,liberal,10/5/20
immigration,0,liberal,10/6/20
immigration,0,liberal,10/7/20
immigration,0,liberal,10/8/20
immigration,0,liberal,10/9/20
immigration,0,liberal,10/10/20
immigration,0,liberal,10/11/20
immigration,0,liberal,10/12/20
immigration,0,liberal,10/13/20
immigration,0,liberal,10/14/20
immigration,0,liberal,10/15/20
immigration,0,liberal,10/16/20
immigration,0,liberal,10/17/20
immigration,0,liberal,10/18/20
immigration,0,liberal,10/19/20
immigration,0,liberal,10/20/20
immigration,0,liberal,10/21/20
immigration,0,liberal,10/22/20
immigration,0,liberal,10/23/20
immigration,0,liberal,10/24/20
immigration,0,liberal,10/25/20
immigration,0,liberal,10/26/20
immigration,0,liberal,10/27/20
immigration,0,liberal,10/28/20
immigration,0,liberal,10/29/20
immigration,0,liberal,10/30/20
immigration,0,liberal,10/31/20
immigration,0,liberal,11/1/20
immigration,0,liberal,11/2/20
immigration,0,liberal,11/3/20
foreign-relations,0,liberal,8/1/20
foreign-relations,0,liberal,8/2/20
foreign-relations,0,liberal,8/3/20
foreign-relations,0,liberal,8/4/20
foreign-relations,0,liberal,8/5/20
foreign-relations,0,liberal,8/6/20
foreign-relations,0,liberal,8/7/20
foreign-relations,0,liberal,8/8/20
foreign-relations,0,liberal,8/9/20
foreign-relations,0,liberal,8/10/20
foreign-relations,0,liberal,8/11/20
foreign-relations,0,liberal,8/12/20
foreign-relations,0,liberal,8/13/20
foreign-relations,0,liberal,8/14/20
foreign-relations,0,liberal,8/15/20
foreign-relations,0,liberal,8/16/20
foreign-relations,0,liberal,8/17/20
foreign-relations,0,liberal,8/18/20
foreign-relations,0,liberal,8/19/20
foreign-relations,0,liberal,8/20/20
foreign-relations,0,liberal,8/21/20
foreign-relations,0,liberal,8/22/20
foreign-relations,0,liberal,8/23/20
foreign-relations,0,liberal,8/24/20
foreign-relations,0,liberal,8/25/20
foreign-relations,0,liberal,8/26/20
foreign-relations,0,liberal,8/27/20
foreign-relations,0,liberal,8/28/20
foreign-relations,0,liberal,8/29/20
foreign-relations,0,liberal,8/30/20
foreign-relations,0,liberal,8/31/20
foreign-relations,0,liberal,9/1/20
foreign-relations,0,liberal,9/2/20
foreign-relations,0,liberal,9/3/20
foreign-relations,0,liberal,9/4/20
foreign-relations,0,liberal,9/5/20
foreign-relations,0,liberal,9/6/20
foreign-relations,0,liberal,9/7/20
foreign-relations,0,liberal,9/8/20
foreign-relations,0,liberal,9/9/20
foreign-relations,0,liberal,9/10/20
foreign-relations,0,liberal,9/11/20
foreign-relations,0,liberal,9/12/20
foreign-relations,0,liberal,9/13/20
foreign-relations,0,liberal,9/14/20
foreign-relations,0,liberal,9/15/20
foreign-relations,0,liberal,9/16/20
foreign-relations,0,liberal,9/17/20
foreign-relations,0,liberal,9/18/20
foreign-relations,0,liberal,9/19/20
foreign-relations,0,liberal,9/20/20
foreign-relations,0,liberal,9/21/20
foreign-relations,0,liberal,9/22/20
foreign-relations,0,liberal,9/23/20
foreign-relations,0,liberal,9/24/20
foreign-relations,0,liberal,9/25/20
foreign-relations,0,liberal,9/26/20
foreign-relations,0,liberal,9/27/20
foreign-relations,0,liberal,9/28/20
foreign-relations,0,liberal,9/29/20
foreign-relations,0,liberal,9/30/20
foreign-relations,0,liberal,10/1/20
foreign-relations,0,liberal,10/2/20
foreign-relations,0,liberal,10/3/20
foreign-relations,0,liberal,10/4/20
foreign-relations,0,liberal,10/5/20
foreign-relations,0,liberal,10/6/20
foreign-relations,0,liberal,10/7/20
foreign-relations,0,liberal,10/8/20
foreign-relations,0,liberal,10/9/20
foreign-relations,0,liberal,10/10/20
foreign-relations,0,liberal,10/11/20
foreign-relations,0,liberal,10/12/20
foreign-relations,0,liberal,10/13/20
foreign-relations,0,liberal,10/14/20
foreign-relations,0,liberal,10/15/20
foreign-relations,0,liberal,10/16/20
foreign-relations,0,liberal,10/17/20
foreign-relations,0,liberal,10/18/20
foreign-relations,0,liberal,10/19/20
foreign-relations,0,liberal,10/20/20
foreign-relations,0,liberal,10/21/20
foreign-relations,0,liberal,10/22/20
foreign-relations,0,liberal,10/23/20
foreign-relations,0,liberal,10/24/20
foreign-relations,0,liberal,10/25/20
foreign-relations,0,liberal,10/26/20
foreign-relations,0,liberal,10/27/20
foreign-relations,0,liberal,10/28/20
foreign-relations,0,liberal,10/29/20
foreign-relations,0,liberal,10/30/20
foreign-relations,0,liberal,10/31/20
foreign-relations,0,liberal,11/1/20
foreign-relations,0,liberal,11/2/20
foreign-relations,0,liberal,11/3/20
biden-personal,2,conservative,8/1/20
biden-personal,6,conservative,8/2/20
biden-personal,0,conservative,8/3/20
biden-personal,1,conservative,8/4/20
biden-personal,0,conservative,8/5/20
biden-personal,2,conservative,8/6/20
biden-personal,2,conservative,8/7/20
biden-personal,5,conservative,8/8/20
biden-personal,2,conservative,8/9/20
biden-personal,3,conservative,8/10/20
biden-personal,1,conservative,8/11/20
biden-personal,6,conservative,8/12/20
biden-personal,3,conservative,8/13/20
biden-personal,2,conservative,8/14/20
biden-personal,0,conservative,8/15/20
biden-personal,0,conservative,8/16/20
biden-personal,3,conservative,8/17/20
biden-personal,2,conservative,8/18/20
biden-personal,0,conservative,8/19/20
biden-personal,12,conservative,8/20/20
biden-personal,16,conservative,8/21/20
biden-personal,6,conservative,8/22/20
biden-personal,1,conservative,8/23/20
biden-personal,0,conservative,8/24/20
biden-personal,2,conservative,8/25/20
biden-personal,1,conservative,8/26/20
biden-personal,7,conservative,8/27/20
biden-personal,0,conservative,8/28/20
biden-personal,1,conservative,8/29/20
biden-personal,0,conservative,8/30/20
biden-personal,0,conservative,8/31/20
biden-personal,1,conservative,9/1/20
biden-personal,0,conservative,9/2/20
biden-personal,3,conservative,9/3/20
biden-personal,2,conservative,9/4/20
biden-personal,3,conservative,9/5/20
biden-personal,3,conservative,9/6/20
biden-personal,1,conservative,9/7/20
biden-personal,2,conservative,9/8/20
biden-personal,0,conservative,9/9/20
biden-personal,1,conservative,9/10/20
biden-personal,4,conservative,9/11/20
biden-personal,0,conservative,9/12/20
biden-personal,3,conservative,9/13/20
biden-personal,2,conservative,9/14/20
biden-personal,1,conservative,9/15/20
biden-personal,7,conservative,9/16/20
biden-personal,9,conservative,9/17/20
biden-personal,4,conservative,9/18/20
biden-personal,0,conservative,9/19/20
biden-personal,2,conservative,9/20/20
biden-personal,1,conservative,9/21/20
biden-personal,6,conservative,9/22/20
biden-personal,30,conservative,9/23/20
biden-personal,96,conservative,9/24/20
biden-personal,15,conservative,9/25/20
biden-personal,8,conservative,9/26/20
biden-personal,22,conservative,9/27/20
biden-personal,26,conservative,9/28/20
biden-personal,51,conservative,9/29/20
biden-personal,62,conservative,9/30/20
biden-personal,27,conservative,10/1/20
biden-personal,5,conservative,10/2/20
biden-personal,10,conservative,10/3/20
biden-personal,0,conservative,10/4/20
biden-personal,4,conservative,10/5/20
biden-personal,14,conservative,10/6/20
biden-personal,1,conservative,10/7/20
biden-personal,4,conservative,10/8/20
biden-personal,1,conservative,10/9/20
biden-personal,0,conservative,10/10/20
biden-personal,0,conservative,10/11/20
biden-personal,1,conservative,10/12/20
biden-personal,2,conservative,10/13/20
biden-personal,76,conservative,10/14/20
biden-personal,186,conservative,10/15/20
biden-personal,188,conservative,10/16/20
biden-personal,148,conservative,10/17/20
biden-personal,130,conservative,10/18/20
biden-personal,151,conservative,10/19/20
biden-personal,263,conservative,10/20/20
biden-personal,228,conservative,10/21/20
biden-personal,247,conservative,10/22/20
biden-personal,137,conservative,10/23/20
biden-personal,180,conservative,10/24/20
biden-personal,92,conservative,10/25/20
biden-personal,47,conservative,10/26/20
biden-personal,94,conservative,10/27/20
biden-personal,152,conservative,10/28/20
biden-personal,90,conservative,10/29/20
biden-personal,92,conservative,10/30/20
biden-personal,83,conservative,10/31/20
biden-personal,43,conservative,11/1/20
biden-personal,27,conservative,11/2/20
biden-personal,23,conservative,11/3/20
election-integrity,7,conservative,8/1/20
election-integrity,6,conservative,8/2/20
election-integrity,6,conservative,8/3/20
election-integrity,16,conservative,8/4/20
election-integrity,10,conservative,8/5/20
election-integrity,6,conservative,8/6/20
election-integrity,3,conservative,8/7/20
election-integrity,10,conservative,8/8/20
election-integrity,6,conservative,8/9/20
election-integrity,8,conservative,8/10/20
election-integrity,6,conservative,8/11/20
election-integrity,5,conservative,8/12/20
election-integrity,4,conservative,8/13/20
election-integrity,7,conservative,8/14/20
election-integrity,9,conservative,8/15/20
election-integrity,5,conservative,8/16/20
election-integrity,11,conservative,8/17/20
election-integrity,18,conservative,8/18/20
election-integrity,21,conservative,8/19/20
election-integrity,16,conservative,8/20/20
election-integrity,12,conservative,8/21/20
election-integrity,23,conservative,8/22/20
election-integrity,19,conservative,8/23/20
election-integrity,15,conservative,8/24/20
election-integrity,6,conservative,8/25/20
election-integrity,0,conservative,8/26/20
election-integrity,1,conservative,8/27/20
election-integrity,18,conservative,8/28/20
election-integrity,0,conservative,8/29/20
election-integrity,6,conservative,8/30/20
election-integrity,8,conservative,8/31/20
election-integrity,6,conservative,9/1/20
election-integrity,2,conservative,9/2/20
election-integrity,23,conservative,9/3/20
election-integrity,27,conservative,9/4/20
election-integrity,10,conservative,9/5/20
election-integrity,7,conservative,9/6/20
election-integrity,10,conservative,9/7/20
election-integrity,5,conservative,9/8/20
election-integrity,14,conservative,9/9/20
election-integrity,9,conservative,9/10/20
election-integrity,6,conservative,9/11/20
election-integrity,11,conservative,9/12/20
election-integrity,5,conservative,9/13/20
election-integrity,2,conservative,9/14/20
election-integrity,1,conservative,9/15/20
election-integrity,11,conservative,9/16/20
election-integrity,10,conservative,9/17/20
election-integrity,7,conservative,9/18/20
election-integrity,4,conservative,9/19/20
election-integrity,26,conservative,9/20/20
election-integrity,2,conservative,9/21/20
election-integrity,5,conservative,9/22/20
election-integrity,5,conservative,9/23/20
election-integrity,21,conservative,9/24/20
election-integrity,37,conservative,9/25/20
election-integrity,21,conservative,9/26/20
election-integrity,8,conservative,9/27/20
election-integrity,9,conservative,9/28/20
election-integrity,24,conservative,9/29/20
election-integrity,38,conservative,9/30/20
election-integrity,23,conservative,10/1/20
election-integrity,0,conservative,10/2/20
election-integrity,16,conservative,10/3/20
election-integrity,10,conservative,10/4/20
election-integrity,4,conservative,10/5/20
election-integrity,13,conservative,10/6/20
election-integrity,28,conservative,10/7/20
election-integrity,29,conservative,10/8/20
election-integrity,5,conservative,10/9/20
election-integrity,9,conservative,10/10/20
election-integrity,27,conservative,10/11/20
election-integrity,4,conservative,10/12/20
election-integrity,19,conservative,10/13/20
election-integrity,12,conservative,10/14/20
election-integrity,9,conservative,10/15/20
election-integrity,12,conservative,10/16/20
election-integrity,7,conservative,10/17/20
election-integrity,11,conservative,10/18/20
election-integrity,15,conservative,10/19/20
election-integrity,7,conservative,10/20/20
election-integrity,6,conservative,10/21/20
election-integrity,0,conservative,10/22/20
election-integrity,1,conservative,10/23/20
election-integrity,3,conservative,10/24/20
election-integrity,6,conservative,10/25/20
election-integrity,18,conservative,10/26/20
election-integrity,11,conservative,10/27/20
election-integrity,9,conservative,10/28/20
election-integrity,6,conservative,10/29/20
election-integrity,2,conservative,10/30/20
election-integrity,4,conservative,10/31/20
election-integrity,5,conservative,11/1/20
election-integrity,7,conservative,11/2/20
election-integrity,7,conservative,11/3/20
climate,0,conservative,8/1/20
climate,0,conservative,8/2/20
climate,0,conservative,8/3/20
climate,0,conservative,8/4/20
climate,0,conservative,8/5/20
climate,0,conservative,8/6/20
climate,0,conservative,8/7/20
climate,4,conservative,8/8/20
climate,0,conservative,8/9/20
climate,0,conservative,8/10/20
climate,0,conservative,8/11/20
climate,8,conservative,8/12/20
climate,3,conservative,8/13/20
climate,0,conservative,8/14/20
climate,0,conservative,8/15/20
climate,2,conservative,8/16/20
climate,3,conservative,8/17/20
climate,2,conservative,8/18/20
climate,0,conservative,8/19/20
climate,3,conservative,8/20/20
climate,2,conservative,8/21/20
climate,1,conservative,8/22/20
climate,3,conservative,8/23/20
climate,3,conservative,8/24/20
climate,1,conservative,8/25/20
climate,0,conservative,8/26/20
climate,1,conservative,8/27/20
climate,2,conservative,8/28/20
climate,0,conservative,8/29/20
climate,0,conservative,8/30/20
climate,4,conservative,8/31/20
climate,8,conservative,9/1/20
climate,4,conservative,9/2/20
climate,2,conservative,9/3/20
climate,6,conservative,9/4/20
climate,8,conservative,9/5/20
climate,4,conservative,9/6/20
climate,6,conservative,9/7/20
climate,5,conservative,9/8/20
climate,1,conservative,9/9/20
climate,1,conservative,9/10/20
climate,1,conservative,9/11/20
climate,3,conservative,9/12/20
climate,3,conservative,9/13/20
climate,16,conservative,9/14/20
climate,1,conservative,9/15/20
climate,1,conservative,9/16/20
climate,0,conservative,9/17/20
climate,2,conservative,9/18/20
climate,1,conservative,9/19/20
climate,1,conservative,9/20/20
climate,0,conservative,9/21/20
climate,4,conservative,9/22/20
climate,1,conservative,9/23/20
climate,0,conservative,9/24/20
climate,0,conservative,9/25/20
climate,2,conservative,9/26/20
climate,0,conservative,9/27/20
climate,2,conservative,9/28/20
climate,0,conservative,9/29/20
climate,4,conservative,9/30/20
climate,2,conservative,10/1/20
climate,0,conservative,10/2/20
climate,0,conservative,10/3/20
climate,0,conservative,10/4/20
climate,1,conservative,10/5/20
climate,1,conservative,10/6/20
climate,1,conservative,10/7/20
climate,19,conservative,10/8/20
climate,16,conservative,10/9/20
climate,9,conservative,10/10/20
climate,5,conservative,10/11/20
climate,6,conservative,10/12/20
climate,0,conservative,10/13/20
climate,2,conservative,10/14/20
climate,1,conservative,10/15/20
climate,5,conservative,10/16/20
climate,0,conservative,10/17/20
climate,0,conservative,10/18/20
climate,3,conservative,10/19/20
climate,13,conservative,10/20/20
climate,3,conservative,10/21/20
climate,0,conservative,10/22/20
climate,20,conservative,10/23/20
climate,31,conservative,10/24/20
climate,12,conservative,10/25/20
climate,27,conservative,10/26/20
climate,23,conservative,10/27/20
climate,6,conservative,10/28/20
climate,2,conservative,10/29/20
climate,0,conservative,10/30/20
climate,10,conservative,10/31/20
climate,12,conservative,11/1/20
climate,8,conservative,11/2/20
climate,4,conservative,11/3/20
law-enforcement,3,conservative,8/1/20
law-enforcement,0,conservative,8/2/20
law-enforcement,0,conservative,8/3/20
law-enforcement,0,conservative,8/4/20
law-enforcement,0,conservative,8/5/20
law-enforcement,0,conservative,8/6/20
law-enforcement,0,conservative,8/7/20
law-enforcement,0,conservative,8/8/20
law-enforcement,0,conservative,8/9/20
law-enforcement,0,conservative,8/10/20
law-enforcement,0,conservative,8/11/20
law-enforcement,1,conservative,8/12/20
law-enforcement,0,conservative,8/13/20
law-enforcement,0,conservative,8/14/20
law-enforcement,0,conservative,8/15/20
law-enforcement,0,conservative,8/16/20
law-enforcement,0,conservative,8/17/20
law-enforcement,0,conservative,8/18/20
law-enforcement,0,conservative,8/19/20
law-enforcement,0,conservative,8/20/20
law-enforcement,1,conservative,8/21/20
law-enforcement,0,conservative,8/22/20
law-enforcement,0,conservative,8/23/20
law-enforcement,0,conservative,8/24/20
law-enforcement,0,conservative,8/25/20
law-enforcement,0,conservative,8/26/20
law-enforcement,0,conservative,8/27/20
law-enforcement,1,conservative,8/28/20
law-enforcement,0,conservative,8/29/20
law-enforcement,2,conservative,8/30/20
law-enforcement,0,conservative,8/31/20
law-enforcement,1,conservative,9/1/20
law-enforcement,2,conservative,9/2/20
law-enforcement,2,conservative,9/3/20
law-enforcement,1,conservative,9/4/20
law-enforcement,2,conservative,9/5/20
law-enforcement,2,conservative,9/6/20
law-enforcement,0,conservative,9/7/20
law-enforcement,0,conservative,9/8/20
law-enforcement,1,conservative,9/9/20
law-enforcement,0,conservative,9/10/20
law-enforcement,0,conservative,9/11/20
law-enforcement,0,conservative,9/12/20
law-enforcement,0,conservative,9/13/20
law-enforcement,0,conservative,9/14/20
law-enforcement,0,conservative,9/15/20
law-enforcement,0,conservative,9/16/20
law-enforcement,0,conservative,9/17/20
law-enforcement,0,conservative,9/18/20
law-enforcement,0,conservative,9/19/20
law-enforcement,0,conservative,9/20/20
law-enforcement,0,conservative,9/21/20
law-enforcement,0,conservative,9/22/20
law-enforcement,0,conservative,9/23/20
law-enforcement,0,conservative,9/24/20
law-enforcement,0,conservative,9/25/20
law-enforcement,0,conservative,9/26/20
law-enforcement,0,conservative,9/27/20
law-enforcement,0,conservative,9/28/20
law-enforcement,0,conservative,9/29/20
law-enforcement,2,conservative,9/30/20
law-enforcement,0,conservative,10/1/20
law-enforcement,0,conservative,10/2/20
law-enforcement,0,conservative,10/3/20
law-enforcement,0,conservative,10/4/20
law-enforcement,0,conservative,10/5/20
law-enforcement,0,conservative,10/6/20
law-enforcement,0,conservative,10/7/20
law-enforcement,0,conservative,10/8/20
