key,value,political leaning,date
law-enforcement,0,conservative,10/9/20
law-enforcement,2,conservative,10/10/20
law-enforcement,0,conservative,10/11/20
law-enforcement,0,conservative,10/12/20
law-enforcement,0,conservative,10/13/20
law-enforcement,0,conservative,10/14/20
law-enforcement,0,conservative,10/15/20
law-enforcement,0,conservative,10/16/20
law-enforcement,0,conservative,10/17/20
law-enforcement,0,conservative,10/18/20
law-enforcement,0,conservative,10/19/20
law-enforcement,0,conservative,10/20/20
law-enforcement,0,conservative,10/21/20
law-enforcement,0,conservative,10/22/20
law-enforcement,0,conservative,10/23/20
law-enforcement,0,conservative,10/24/20
law-enforcement,0,conservative,10/25/20
law-enforcement,0,conservative,10/26/20
law-enforcement,0,conservative,10/27/20
law-enforcement,0,conservative,10/28/20
law-enforcement,0,conservative,10/29/20
law-enforcement,0,conservative,10/30/20
law-enforcement,0,conservative,10/31/20
law-enforcement,0,conservative,11/1/20
law-enforcement,0,conservative,11/2/20
law-enforcement,0,conservative,11/3/20
campaigning,0,conservative,8/1/20
campaigning,2,conservative,8/2/20
campaigning,0,conservative,8/3/20
campaigning,1,conservative,8/4/20
campaigning,3,conservative,8/5/20
campaigning,11,conservative,8/6/20
campaigning,8,conservative,8/7/20
campaigning,2,conservative,8/8/20
campaigning,5,conservative,8/9/20
campaigning,2,conservative,8/10/20
campaigning,2,conservative,8/11/20
campaigning,0,conservative,8/12/20
campaigning,0,conservative,8/13/20
campaigning,10,conservative,8/14/20
campaigning,12,conservative,8/15/20
campaigning,8,conservative,8/16/20
campaigning,3,conservative,8/17/20
campaigning,0,conservative,8/18/20
campaigning,1,conservative,8/19/20
campaigning,5,conservative,8/20/20
campaigning,1,conservative,8/21/20
campaigning,0,conservative,8/22/20
campaigning,4,conservative,8/23/20
campaigning,3,conservative,8/24/20
campaigning,0,conservative,8/25/20
campaigning,3,conservative,8/26/20
campaigning,0,conservative,8/27/20
campaigning,4,conservative,8/28/20
campaigning,0,conservative,8/29/20
campaigning,0,conservative,8/30/20
campaigning,1,conservative,8/31/20
campaigning,6,conservative,9/1/20
campaigning,6,conservative,9/2/20
campaigning,0,conservative,9/3/20
campaigning,0,conservative,9/4/20
campaigning,0,conservative,9/5/20
campaigning,0,conservative,9/6/20
campaigning,6,conservative,9/7/20
campaigning,0,conservative,9/8/20
campaigning,0,conservative,9/9/20
campaigning,1,conservative,9/10/20
campaigning,1,conservative,9/11/20
campaigning,2,conservative,9/12/20
campaigning,1,conservative,9/13/20
campaigning,10,conservative,9/14/20
campaigning,1,conservative,9/15/20
campaigning,3,conservative,9/16/20
campaigning,4,conservative,9/17/20
campaigning,1,conservative,9/18/20
campaigning,0,conservative,9/19/20
campaigning,5,conservative,9/20/20
campaigning,1,conservative,9/21/20
campaigning,1,conservative,9/22/20
campaigning,0,conservative,9/23/20
campaigning,1,conservative,9/24/20
campaigning,6,conservative,9/25/20
campaigning,0,conservative,9/26/20
campaigning,3,conservative,9/27/20
campaigning,1,conservative,9/28/20
campaigning,4,conservative,9/29/20
campaigning,17,conservative,9/30/20
campaigning,4,conservative,10/1/20
campaigning,0,conservative,10/2/20
campaigning,0,conservative,10/3/20
campaigning,2,conservative,10/4/20
campaigning,1,conservative,10/5/20
campaigning,1,conservative,10/6/20
campaigning,6,conservative,10/7/20
campaigning,2,conservative,10/8/20
campaigning,3,conservative,10/9/20
campaigning,0,conservative,10/10/20
campaigning,2,conservative,10/11/20
campaigning,0,conservative,10/12/20
campaigning,0,conservative,10/13/20
campaigning,0,conservative,10/14/20
campaigning,2,conservative,10/15/20
campaigning,0,conservative,10/16/20
campaigning,0,conservative,10/17/20
campaigning,1,conservative,10/18/20
campaigning,0,conservative,10/19/20
campaigning,0,conservative,10/20/20
campaigning,0,conservative,10/21/20
campaigning,1,conservative,10/22/20
campaigning,1,conservative,10/23/20
campaigning,0,conservative,10/24/20
campaigning,0,conservative,10/25/20
campaigning,9,conservative,10/26/20
campaigning,0,conservative,10/27/20
campaigning,0,conservative,10/28/20
campaigning,0,conservative,10/29/20
campaigning,0,conservative,10/30/20
campaigning,0,conservative,10/31/20
campaigning,0,conservative,11/1/20
campaigning,0,conservative,11/2/20
campaigning,0,conservative,11/3/20
covid,1,conservative,8/1/20
covid,0,conservative,8/2/20
covid,1,conservative,8/3/20
covid,0,conservative,8/4/20
covid,0,conservative,8/5/20
covid,0,conservative,8/6/20
covid,0,conservative,8/7/20
covid,0,conservative,8/8/20
covid,2,conservative,8/9/20
covid,0,conservative,8/10/20
covid,0,conservative,8/11/20
covid,1,conservative,8/12/20
covid,1,conservative,8/13/20
covid,1,conservative,8/14/20
covid,0,conservative,8/15/20
covid,0,conservative,8/16/20
covid,0,conservative,8/17/20
covid,0,conservative,8/18/20
covid,0,conservative,8/19/20
covid,0,conservative,8/20/20
covid,1,conservative,8/21/20
covid,3,conservative,8/22/20
covid,2,conservative,8/23/20
covid,1,conservative,8/24/20
covid,0,conservative,8/25/20
covid,0,conservative,8/26/20
covid,2,conservative,8/27/20
covid,0,conservative,8/28/20
covid,0,conservative,8/29/20
covid,0,conservative,8/30/20
covid,0,conservative,8/31/20
covid,2,conservative,9/1/20
covid,2,conservative,9/2/20
covid,1,conservative,9/3/20
covid,2,conservative,9/4/20
covid,0,conservative,9/5/20
covid,1,conservative,9/6/20
covid,0,conservative,9/7/20
covid,0,conservative,9/8/20
covid,2,conservative,9/9/20
covid,7,conservative,9/10/20
covid,2,conservative,9/11/20
covid,4,conservative,9/12/20
covid,2,conservative,9/13/20
covid,3,conservative,9/14/20
covid,0,conservative,9/15/20
covid,2,conservative,9/16/20
covid,1,conservative,9/17/20
covid,2,conservative,9/18/20
covid,2,conservative,9/19/20
covid,2,conservative,9/20/20
covid,0,conservative,9/21/20
covid,0,conservative,9/22/20
covid,2,conservative,9/23/20
covid,3,conservative,9/24/20
covid,0,conservative,9/25/20
covid,0,conservative,9/26/20
covid,0,conservative,9/27/20
covid,2,conservative,9/28/20
covid,1,conservative,9/29/20
covid,3,conservative,9/30/20
covid,2,conservative,10/1/20
covid,2,conservative,10/2/20
covid,0,conservative,10/3/20
covid,1,conservative,10/4/20
covid,1,conservative,10/5/20
covid,0,conservative,10/6/20
covid,2,conservative,10/7/20
covid,0,conservative,10/8/20
covid,0,conservative,10/9/20
covid,0,conservative,10/10/20
covid,0,conservative,10/11/20
covid,1,conservative,10/12/20
covid,1,conservative,10/13/20
covid,0,conservative,10/14/20
covid,1,conservative,10/15/20
covid,1,conservative,10/16/20
covid,1,conservative,10/17/20
covid,0,conservative,10/18/20
covid,1,conservative,10/19/20
covid,3,conservative,10/20/20
covid,3,conservative,10/21/20
covid,0,conservative,10/22/20
covid,12,conservative,10/23/20
covid,4,conservative,10/24/20
covid,6,conservative,10/25/20
covid,2,conservative,10/26/20
covid,3,conservative,10/27/20
covid,4,conservative,10/28/20
covid,3,conservative,10/29/20
covid,6,conservative,10/30/20
covid,4,conservative,10/31/20
covid,1,conservative,11/1/20
covid,0,conservative,11/2/20
covid,2,conservative,11/3/20
economy,0,conservative,8/1/20
economy,4,conservative,8/2/20
economy,2,conservative,8/3/20
economy,0,conservative,8/4/20
economy,0,conservative,8/5/20
economy,2,conservative,8/6/20
economy,0,conservative,8/7/20
economy,0,conservative,8/8/20
economy,0,conservative,8/9/20
economy,0,conservative,8/10/20
economy,1,conservative,8/11/20
economy,3,conservative,8/12/20
economy,2,conservative,8/13/20
economy,0,conservative,8/14/20
economy,1,conservative,8/15/20
economy,0,conservative,8/16/20
economy,4,conservative,8/17/20
economy,2,conservative,8/18/20
economy,5,conservative,8/19/20
economy,4,conservative,8/20/20
economy,6,conservative,8/21/20
economy,0,conservative,8/22/20
economy,4,conservative,8/23/20
economy,11,conservative,8/24/20
economy,3,conservative,8/25/20
economy,2,conservative,8/26/20
economy,4,conservative,8/27/20
economy,1,conservative,8/28/20
economy,0,conservative,8/29/20
economy,2,conservative,8/30/20
economy,0,conservative,8/31/20
economy,0,conservative,9/1/20
economy,0,conservative,9/2/20
economy,1,conservative,9/3/20
economy,4,conservative,9/4/20
economy,8,conservative,9/5/20
economy,1,conservative,9/6/20
economy,6,conservative,9/7/20
economy,11,conservative,9/8/20
economy,3,conservative,9/9/20
economy,4,conservative,9/10/20
economy,0,conservative,9/11/20
economy,2,conservative,9/12/20
economy,4,conservative,9/13/20
economy,0,conservative,9/14/20
economy,1,conservative,9/15/20
economy,1,conservative,9/16/20
economy,3,conservative,9/17/20
economy,0,conservative,9/18/20
economy,0,conservative,9/19/20
economy,0,conservative,9/20/20
economy,1,conservative,9/21/20
economy,1,conservative,9/22/20
economy,0,conservative,9/23/20
economy,1,conservative,9/24/20
economy,2,conservative,9/25/20
economy,3,conservative,9/26/20
economy,3,conservative,9/27/20
economy,0,conservative,9/28/20
economy,2,conservative,9/29/20
economy,8,conservative,9/30/20
economy,2,conservative,10/1/20
economy,0,conservative,10/2/20
economy,2,conservative,10/3/20
economy,1,conservative,10/4/20
economy,0,conservative,10/5/20
economy,1,conservative,10/6/20
economy,0,conservative,10/7/20
economy,6,conservative,10/8/20
economy,0,conservative,10/9/20
economy,0,conservative,10/10/20
economy,2,conservative,10/11/20
economy,2,conservative,10/12/20
economy,0,conservative,10/13/20
economy,4,conservative,10/14/20
economy,2,conservative,10/15/20
economy,3,conservative,10/16/20
economy,1,conservative,10/17/20
economy,1,conservative,10/18/20
economy,1,conservative,10/19/20
economy,0,conservative,10/20/20
economy,2,conservative,10/21/20
economy,5,conservative,10/22/20
economy,4,conservative,10/23/20
economy,0,conservative,10/24/20
economy,2,conservative,10/25/20
economy,3,conservative,10/26/20
economy,4,conservative,10/27/20
economy,4,conservative,10/28/20
economy,3,conservative,10/29/20
economy,4,conservative,10/30/20
economy,5,conservative,10/31/20
economy,10,conservative,11/1/20
economy,3,conservative,11/2/20
economy,5,conservative,11/3/20
healthcare,0,conservative,8/1/20
healthcare,0,conservative,8/2/20
healthcare,2,conservative,8/3/20
healthcare,0,conservative,8/4/20
healthcare,0,conservative,8/5/20
healthcare,0,conservative,8/6/20
healthcare,1,conservative,8/7/20
healthcare,0,conservative,8/8/20
healthcare,0,conservative,8/9/20
healthcare,0,conservative,8/10/20
healthcare,0,conservative,8/11/20
healthcare,0,conservative,8/12/20
healthcare,0,conservative,8/13/20
healthcare,0,conservative,8/14/20
healthcare,0,conservative,8/15/20
healthcare,0,conservative,8/16/20
healthcare,0,conservative,8/17/20
healthcare,0,conservative,8/18/20
healthcare,0,conservative,8/19/20
healthcare,1,conservative,8/20/20
healthcare,1,conservative,8/21/20
healthcare,1,conservative,8/22/20
healthcare,0,conservative,8/23/20
healthcare,5,conservative,8/24/20
healthcare,0,conservative,8/25/20
healthcare,0,conservative,8/26/20
healthcare,0,conservative,8/27/20
healthcare,0,conservative,8/28/20
healthcare,0,conservative,8/29/20
healthcare,0,conservative,8/30/20
healthcare,0,conservative,8/31/20
healthcare,0,conservative,9/1/20
healthcare,2,conservative,9/2/20
healthcare,0,conservative,9/3/20
healthcare,1,conservative,9/4/20
healthcare,0,conservative,9/5/20
healthcare,0,conservative,9/6/20
healthcare,0,conservative,9/7/20
healthcare,0,conservative,9/8/20
healthcare,0,conservative,9/9/20
healthcare,0,conservative,9/10/20
healthcare,0,conservative,9/11/20
healthcare,0,conservative,9/12/20
healthcare,0,conservative,9/13/20
healthcare,1,conservative,9/14/20
healthcare,0,conservative,9/15/20
healthcare,1,conservative,9/16/20
healthcare,0,conservative,9/17/20
healthcare,0,conservative,9/18/20
healthcare,0,conservative,9/19/20
healthcare,0,conservative,9/20/20
healthcare,1,conservative,9/21/20
healthcare,0,conservative,9/22/20
healthcare,0,conservative,9/23/20
healthcare,3,conservative,9/24/20
healthcare,3,conservative,9/25/20
healthcare,0,conservative,9/26/20
healthcare,1,conservative,9/27/20
healthcare,0,conservative,9/28/20
healthcare,0,conservative,9/29/20
healthcare,0,conservative,9/30/20
healthcare,0,conservative,10/1/20
healthcare,0,conservative,10/2/20
healthcare,0,conservative,10/3/20
healthcare,4,conservative,10/4/20
healthcare,0,conservative,10/5/20
healthcare,0,conservative,10/6/20
healthcare,0,conservative,10/7/20
healthcare,2,conservative,10/8/20
healthcare,0,conservative,10/9/20
healthcare,0,conservative,10/10/20
healthcare,0,conservative,10/11/20
healthcare,1,conservative,10/12/20
healthcare,1,conservative,10/13/20
healthcare,1,conservative,10/14/20
healthcare,0,conservative,10/15/20
healthcare,2,conservative,10/16/20
healthcare,0,conservative,10/17/20
healthcare,0,conservative,10/18/20
healthcare,0,conservative,10/19/20
healthcare,0,conservative,10/20/20
healthcare,0,conservative,10/21/20
healthcare,0,conservative,10/22/20
healthcare,5,conservative,10/23/20
healthcare,5,conservative,10/24/20
healthcare,0,conservative,10/25/20
healthcare,1,conservative,10/26/20
healthcare,0,conservative,10/27/20
healthcare,1,conservative,10/28/20
healthcare,1,conservative,10/29/20
healthcare,0,conservative,10/30/20
healthcare,0,conservative,10/31/20
healthcare,0,conservative,11/1/20
healthcare,0,conservative,11/2/20
healthcare,1,conservative,11/3/20
military,0,conservative,8/1/20
military,0,conservative,8/2/20
military,0,conservative,8/3/20
military,0,conservative,8/4/20
military,0,conservative,8/5/20
military,1,conservative,8/6/20
military,0,conservative,8/7/20
military,0,conservative,8/8/20
military,0,conservative,8/9/20
military,0,conservative,8/10/20
military,0,conservative,8/11/20
military,0,conservative,8/12/20
military,0,conservative,8/13/20
military,1,conservative,8/14/20
military,0,conservative,8/15/20
military,0,conservative,8/16/20
military,1,conservative,8/17/20
military,0,conservative,8/18/20
military,0,conservative,8/19/20
military,4,conservative,8/20/20
military,2,conservative,8/21/20
military,4,conservative,8/22/20
military,0,conservative,8/23/20
military,1,conservative,8/24/20
military,0,conservative,8/25/20
military,0,conservative,8/26/20
military,0,conservative,8/27/20
military,0,conservative,8/28/20
military,1,conservative,8/29/20
military,0,conservative,8/30/20
military,0,conservative,8/31/20
military,0,conservative,9/1/20
military,0,conservative,9/2/20
military,0,conservative,9/3/20
military,0,conservative,9/4/20
military,1,conservative,9/5/20
military,0,conservative,9/6/20
military,0,conservative,9/7/20
military,1,conservative,9/8/20
military,0,conservative,9/9/20
military,0,conservative,9/10/20
military,0,conservative,9/11/20
military,1,conservative,9/12/20
military,1,conservative,9/13/20
military,0,conservative,9/14/20
military,1,conservative,9/15/20
military,0,conservative,9/16/20
military,0,conservative,9/17/20
military,0,conservative,9/18/20
military,0,conservative,9/19/20
military,0,conservative,9/20/20
military,0,conservative,9/21/20
military,0,conservative,9/22/20
military,2,conservative,9/23/20
military,1,conservative,9/24/20
military,0,conservative,9/25/20
military,2,conservative,9/26/20
military,0,conservative,9/27/20
military,0,conservative,9/28/20
military,0,conservative,9/29/20
military,1,conservative,9/30/20
military,0,conservative,10/1/20
military,0,conservative,10/2/20
military,0,conservative,10/3/20
military,0,conservative,10/4/20
military,0,conservative,10/5/20
military,0,conservative,10/6/20
military,0,conservative,10/7/20
military,0,conservative,10/8/20
military,0,conservative,10/9/20
military,0,conservative,10/10/20
military,0,conservative,10/11/20
military,0,conservative,10/12/20
military,0,conservative,10/13/20
military,0,conservative,10/14/20
military,0,conservative,10/15/20
military,0,conservative,10/16/20
military,1,conservative,10/17/20
military,0,conservative,10/18/20
military,0,conservative,10/19/20
military,0,conservative,10/20/20
military,0,conservative,10/21/20
military,1,conservative,10/22/20
military,0,conservative,10/23/20
military,0,conservative,10/24/20
military,0,conservative,10/25/20
military,0,conservative,10/26/20
military,0,conservative,10/27/20
military,0,conservative,10/28/20
military,0,conservative,10/29/20
military,0,conservative,10/30/20
military,0,conservative,10/31/20
military,0,conservative,11/1/20
military,0,conservative,11/2/20
military,0,conservative,11/3/20
racism,1,conservative,8/1/20
racism,0,conservative,8/2/20
racism,0,conservative,8/3/20
racism,0,conservative,8/4/20
racism,0,conservative,8/5/20
racism,1,conservative,8/6/20
racism,2,conservative,8/7/20
racism,1,conservative,8/8/20
racism,0,conservative,8/9/20
racism,0,conservative,8/10/20
racism,0,conservative,8/11/20
racism,0,conservative,8/12/20
racism,2,conservative,8/13/20
racism,0,conservative,8/14/20
racism,2,conservative,8/15/20
racism,0,conservative,8/16/20
racism,0,conservative,8/17/20
racism,0,conservative,8/18/20
racism,1,conservative,8/19/20
racism,1,conservative,8/20/20
racism,0,conservative,8/21/20
racism,1,conservative,8/22/20
racism,1,conservative,8/23/20
racism,0,conservative,8/24/20
racism,1,conservative,8/25/20
racism,0,conservative,8/26/20
racism,1,conservative,8/27/20
racism,1,conservative,8/28/20
racism,0,conservative,8/29/20
racism,0,conservative,8/30/20
racism,0,conservative,8/31/20
racism,4,conservative,9/1/20
racism,0,conservative,9/2/20
racism,1,conservative,9/3/20
racism,1,conservative,9/4/20
racism,6,conservative,9/5/20
racism,1,conservative,9/6/20
racism,0,conservative,9/7/20
racism,0,conservative,9/8/20
racism,0,conservative,9/9/20
racism,1,conservative,9/10/20
racism,0,conservative,9/11/20
racism,0,conservative,9/12/20
racism,0,conservative,9/13/20
racism,2,conservative,9/14/20
racism,1,conservative,9/15/20
racism,1,conservative,9/16/20
racism,0,conservative,9/17/20
racism,2,conservative,9/18/20
racism,0,conservative,9/19/20
racism,0,conservative,9/20/20
racism,0,conservative,9/21/20
racism,0,conservative,9/22/20
racism,2,conservative,9/23/20
racism,1,conservative,9/24/20
racism,0,conservative,9/25/20
racism,0,conservative,9/26/20
racism,0,conservative,9/27/20
racism,0,conservative,9/28/20
racism,0,conservative,9/29/20
racism,4,conservative,9/30/20
racism,4,conservative,10/1/20
racism,0,conservative,10/2/20
racism,0,conservative,10/3/20
racism,0,conservative,10/4/20
racism,0,conservative,10/5/20
racism,0,conservative,10/6/20
racism,0,conservative,10/7/20
racism,0,conservative,10/8/20
racism,0,conservative,10/9/20
racism,0,conservative,10/10/20
racism,2,conservative,10/11/20
racism,0,conservative,10/12/20
racism,0,conservative,10/13/20
racism,1,conservative,10/14/20
racism,0,conservative,10/15/20
racism,2,conservative,10/16/20
racism,0,conservative,10/17/20
racism,0,conservative,10/18/20
racism,0,conservative,10/19/20
racism,1,conservative,10/20/20
racism,0,conservative,10/21/20
racism,0,conservative,10/22/20
racism,21,conservative,10/23/20
racism,10,conservative,10/24/20
racism,0,conservative,10/25/20
racism,0,conservative,10/26/20
racism,0,conservative,10/27/20
racism,0,conservative,10/28/20
racism,0,conservative,10/29/20
racism,2,conservative,10/30/20
racism,0,conservative,10/31/20
racism,1,conservative,11/1/20
racism,3,conservative,11/2/20
racism,1,conservative,11/3/20
taxes,0,conservative,8/1/20
taxes,0,conservative,8/2/20
taxes,0,conservative,8/3/20
taxes,0,conservative,8/4/20
taxes,0,conservative,8/5/20
taxes,0,conservative,8/6/20
taxes,0,conservative,8/7/20
taxes,0,conservative,8/8/20
taxes,1,conservative,8/9/20
taxes,0,conservative,8/10/20
taxes,0,conservative,8/11/20
taxes,0,conservative,8/12/20
taxes,0,conservative,8/13/20
taxes,0,conservative,8/14/20
taxes,0,conservative,8/15/20
taxes,0,conservative,8/16/20
taxes,0,conservative,8/17/20
taxes,0,conservative,8/18/20
taxes,0,conservative,8/19/20
taxes,0,conservative,8/20/20
taxes,1,conservative,8/21/20
taxes,0,conservative,8/22/20
taxes,0,conservative,8/23/20
taxes,0,conservative,8/24/20
taxes,0,conservative,8/25/20
taxes,0,conservative,8/26/20
taxes,0,conservative,8/27/20
taxes,1,conservative,8/28/20
taxes,1,conservative,8/29/20
taxes,0,conservative,8/30/20
taxes,0,conservative,8/31/20
taxes,0,conservative,9/1/20
taxes,0,conservative,9/2/20
taxes,0,conservative,9/3/20
taxes,0,conservative,9/4/20
taxes,0,conservative,9/5/20
taxes,0,conservative,9/6/20
taxes,0,conservative,9/7/20
taxes,0,conservative,9/8/20
taxes,0,conservative,9/9/20
taxes,1,conservative,9/10/20
taxes,0,conservative,9/11/20
taxes,0,conservative,9/12/20
taxes,0,conservative,9/13/20
taxes,0,conservative,9/14/20
taxes,0,conservative,9/15/20
taxes,0,conservative,9/16/20
taxes,0,conservative,9/17/20
taxes,0,conservative,9/18/20
taxes,0,conservative,9/19/20
taxes,0,conservative,9/20/20
taxes,0,conservative,9/21/20
taxes,0,conservative,9/22/20
taxes,0,conservative,9/23/20
taxes,0,conservative,9/24/20
taxes,0,conservative,9/25/20
taxes,0,conservative,9/26/20
taxes,3,conservative,9/27/20
taxes,20,conservative,9/28/20
taxes,5,conservative,9/29/20
taxes,3,conservative,9/30/20
taxes,1,conservative,10/1/20
taxes,0,conservative,10/2/20
taxes,1,conservative,10/3/20
taxes,0,conservative,10/4/20
taxes,0,conservative,10/5/20
taxes,0,conservative,10/6/20
taxes,0,conservative,10/7/20
taxes,0,conservative,10/8/20
taxes,0,conservative,10/9/20
taxes,0,conservative,10/10/20
taxes,0,conservative,10/11/20
taxes,0,conservative,10/12/20
taxes,0,conservative,10/13/20
taxes,0,conservative,10/14/20
taxes,0,conservative,10/15/20
taxes,2,conservative,10/16/20
taxes,0,conservative,10/17/20
taxes,0,conservative,10/18/20
taxes,0,conservative,10/19/20
taxes,1,conservative,10/20/20
taxes,0,conservative,10/21/20
taxes,0,conservative,10/22/20
taxes,3,conservative,10/23/20
taxes,1,conservative,10/24/20
taxes,0,conservative,10/25/20
taxes,0,conservative,10/26/20
taxes,0,conservative,10/27/20
taxes,0,conservative,10/28/20
taxes,2,conservative,10/29/20
taxes,3,conservative,10/30/20
taxes,2,conservative,10/31/20
taxes,0,conservative,11/1/20
taxes,1,conservative,11/2/20
taxes,0,conservative,11/3/20
courts,0,conservative,8/1/20
courts,0,conservative,8/2/20
courts,0,conservative,8/3/20
courts,0,conservative,8/4/20
courts,0,conservative,8/5/20
courts,0,conservative,8/6/20
courts,0,conservative,8/7/20
courts,0,conservative,8/8/20
courts,0,conservative,8/9/20
courts,0,conservative,8/10/20
courts,0,conservative,8/11/20
courts,0,conservative,8/12/20
courts,0,conservative,8/13/20
courts,0,conservative,8/14/20
courts,0,conservative,8/15/20
courts,0,conservative,8/16/20
courts,0,conservative,8/17/20
courts,0,conservative,8/18/20
courts,0,conservative,8/19/20
courts,0,conservative,8/20/20
courts,0,conservative,8/21/20
courts,0,conservative,8/22/20
courts,0,conservative,8/23/20
courts,0,conservative,8/24/20
courts,0,conservative,8/25/20
courts,0,conservative,8/26/20
courts,0,conservative,8/27/20
courts,0,conservative,8/28/20
courts,0,conservative,8/29/20
courts,0,conservative,8/30/20
courts,0,conservative,8/31/20
courts,0,conservative,9/1/20
courts,0,conservative,9/2/20
courts,0,conservative,9/3/20
courts,0,conservative,9/4/20
courts,0,conservative,9/5/20
courts,0,conservative,9/6/20
courts,0,conservative,9/7/20
courts,0,conservative,9/8/20
courts,0,conservative,9/9/20
courts,0,conservative,9/10/20
courts,0,conservative,9/11/20
courts,0,conservative,9/12/20
courts,0,conservative,9/13/20
courts,0,conservative,9/14/20
courts,0,conservative,9/15/20
courts,0,conservative,9/16/20
courts,0,conservative,9/17/20
courts,0,conservative,9/18/20
courts,0,conservative,9/19/20
courts,0,conservative,9/20/20
courts,0,conservative,9/21/20
courts,0,conservative,9/22/20
courts,0,conservative,9/23/20
courts,0,conservative,9/24/20
courts,0,conservative,9/25/20
courts,0,conservative,9/26/20
courts,0,conservative,9/27/20
courts,0,conservative,9/28/20
courts,0,conservative,9/29/20
courts,0,conservative,9/30/20
courts,0,conservative,10/1/20
courts,0,conservative,10/2/20
courts,0,conservative,10/3/20
courts,0,conservative,10/4/20
courts,0,conservative,10/5/20
courts,0,conservative,10/6/20
courts,0,conservative,10/7/20
courts,0,conservative,10/8/20
courts,0,conservative,10/9/20
courts,0,conservative,10/10/20
courts,0,conservative,10/11/20
courts,0,conservative,10/12/20
courts,0,conservative,10/13/20
courts,0,conservative,10/14/20
courts,0,conservative,10/15/20
courts,0,conservative,10/16/20
courts,0,conservative,10/17/20
courts,0,conservative,10/18/20
courts,0,conservative,10/19/20
courts,0,conservative,10/20/20
courts,0,conservative,10/21/20
courts,0,conservative,10/22/20
courts,0,conservative,10/23/20
courts,0,conservative,10/24/20
courts,0,conservative,10/25/20
courts,0,conservative,10/26/20
courts,0,conservative,10/27/20
courts,0,conservative,10/28/20
courts,0,conservative,10/29/20
courts,0,conservative,10/30/20
courts,0,conservative,10/31/20
courts,0,conservative,11/1/20
courts,0,conservative,11/2/20
courts,0,conservative,11/3/20
immigration,0,conservative,8/1/20
immigration,0,conservative,8/2/20
immigration,0,conservative,8/3/20
immigration,0,conservative,8/4/20
immigration,0,conservative,8/5/20
immigration,0,conservative,8/6/20
immigration,0,conservative,8/7/20
immigration,0,conservative,8/8/20
immigration,0,conservative,8/9/20
immigration,0,conservative,8/10/20
immigration,0,conservative,8/11/20
immigration,0,conservative,8/12/20
immigration,0,conservative,8/13/20
immigration,0,conservative,8/14/20
immigration,0,conservative,8/15/20
immigration,0,conservative,8/16/20
immigration,0,conservative,8/17/20
immigration,0,conservative,8/18/20
immigration,0,conservative,8/19/20
immigration,0,conservative,8/20/20
immigration,0,conservative,8/21/20
immigration,0,conservative,8/22/20
immigration,0,conservative,8/23/20
immigration,0,conservative,8/24/20
immigration,0,conservative,8/25/20
immigration,0,conservative,8/26/20
immigration,0,conservative,8/27/20
immigration,0,conservative,8/28/20
immigration,0,conservative,8/29/20
immigration,0,conservative,8/30/20
immigration,0,conservative,8/31/20
immigration,0,conservative,9/1/20
immigration,0,conservative,9/2/20
immigration,0,conservative,9/3/20
immigration,0,conservative,9/4/20
immigration,0,conservative,9/5/20
immigration,0,conservative,9/6/20
immigration,0,conservative,9/7/20
immigration,0,conservative,9/8/20
immigration,0,conservative,9/9/20
immigration,0,conservative,9/10/20
immigration,0,conservative,9/11/20
immigration,0,conservative,9/12/20
immigration,0,conservative,9/13/20
immigration,0,conservative,9/14/20
immigration,0,conservative,9/15/20
immigration,0,conservative,9/16/20
immigration,0,conservative,9/17/20
immigration,0,conservative,9/18/20
immigration,0,conservative,9/19/20
immigration,0,conservative,9/20/20
immigration,0,conservative,9/21/20
immigration,0,conservative,9/22/20
immigration,0,conservative,9/23/20
immigration,0,conservative,9/24/20
immigration,0,conservative,9/25/20
immigration,0,conservative,9/26/20
immigration,0,conservative,9/27/20
immigration,0,conservative,9/28/20
immigration,0,conservative,9/29/20
immigration,0,conservative,9/30/20
immigration,0,conservative,10/1/20
immigration,0,conservative,10/2/20
immigration,0,conservative,10/3/20
immigration,0,conservative,10/4/20
immigration,0,conservative,10/5/20
immigration,0,conservative,10/6/20
immigration,0,conservative,10/7/20
immigration,0,conservative,10/8/20
immigration,0,conservative,10/9/20
immigration,0,conservative,10/10/20
immigration,0,conservative,10/11/20
immigration,0,conservative,10/12/20
immigration,0,conservative,10/13/20
immigration,0,conservative,10/14/20
immigration,0,conservative,10/15/20
immigration,0,conservative,10/16/20
immigration,0,conservative,10/17/20
immigration,0,conservative,10/18/20
immigration,0,conservative,10/19/20
immigration,0,conservative,10/20/20
immigration,0,conservative,10/21/20
immigration,0,conservative,10/22/20
immigration,0,conservative,10/23/20
immigration,0,conservative,10/24/20
immigration,0,conservative,10/25/20
immigration,0,conservative,10/26/20
immigration,0,conservative,10/27/20
immigration,0,conservative,10/28/20
immigration,0,conservative,10/29/20
immigration,0,conservative,10/30/20
immigration,0,conservative,10/31/20
immigration,0,conservative,11/1/20
immigration,0,conservative,11/2/20
immigration,0,conservative,11/3/20
foreign-relations,0,conservative,8/1/20
foreign-relations,0,conservative,8/2/20
foreign-relations,0,conservative,8/3/20
foreign-relations,0,conservative,8/4/20
foreign-relations,0,conservative,8/5/20
foreign-relations,0,conservative,8/6/20
foreign-relations,0,conservative,8/7/20
foreign-relations,0,conservative,8/8/20
foreign-relations,0,conservative,8/9/20
foreign-relations,0,conservative,8/10/20
